,sTime,sender,senderPseudo,receiver,AttackerType,rTotalSpeed,rAvgSpeed,sxspeed,syspeed,sTotalSpeed,sxacc,syacc,sTotalAcc,beaconRate,rDensity,disCover,SADis,TSmean,TSstd,newTime
11,25240.75872208784,33.0,10332.0,105.0,1.0,8.662763845228998,13.144726680799073,-13.19778039373387,-3.395230939618856,13.627508959988663,-0.41309077471133,-0.106100576793979,0.4264989103709666,2.0,2.0,0.0,13.562169448204664,13.144726680799073,0.6589778014518474,30240.75872208784
12,25241.55748332637,81.0,10812.0,105.0,0.0,10.444211424642406,12.711045648527938,-6.269143921958621,-10.573865592840734,12.292631902472792,-0.489258312111665,-0.8252298420274451,0.9593633243683009,1.0,2.0,12.395665355465011,12.32058404834781,12.711045648527938,0.6488524315389825,30241.55748332637
13,25242.55748465465,81.0,10812.0,105.0,0.0,12.410584157577508,12.204222946691754,-6.224085074436433,-10.497800851546726,12.204222946691754,0.336878821646811,0.568142810646827,0.6605101011822758,1.0,1.0,12.225549238374612,12.04800242148168,12.204222946691754,0.0,30242.55748465465
14,25588.03607032191,759.0,107592.0,1005.0,0.0,3.607166077688394,13.559503544714875,13.557312985654203,0.2437231793393,13.559503544714875,-1.087081996521455,-0.018754315471613,1.0872437590116957,1.0,1.0,0.0,0.0,13.559503544714875,0.0,30588.03607032191
15,25588.16554440827,933.0,109332.0,1005.0,1.0,3.88565684863234,12.77877445555453,-11.905687781781308,-1.485830090150358,11.998045366394182,-0.053172277833306,-0.006261950977769,0.0535397344038076,1.0,2.0,0.0,0.0,12.77877445555453,0.7807290891603467,30588.16554440827
16,25588.202120436712,975.0,109752.0,1005.0,1.0,3.9643296289896495,13.234716155554542,-10.223021571759144,-9.778348987869265,14.146599555554568,0.479637011082844,0.4587753432291,0.6637216871215394,1.0,3.0,0.0,0.0,13.234716155554542,0.9067106896387808,30588.202120436712
17,25588.464761208925,963.0,109632.0,1005.0,0.0,4.529253724531812,13.64540866261036,-6.950153345523178,-13.154275488304656,14.877486183777815,0.485526806329967,0.918822972010944,1.0392169809813547,1.0,4.0,0.0,0.0,13.64540866261036,1.059527353155314,30588.464761208925
18,25588.87498606044,969.0,109692.0,1005.0,0.0,5.373775824546252,13.82827051615856,-14.50894954505614,1.214812458945749,14.55971793035135,-0.214209678665121,0.018040760931537,0.2149680336440822,1.0,5.0,0.0,0.0,13.82827051615856,1.015791513845127,30588.87498606044
19,25589.03607606466,759.0,107592.0,1005.0,0.0,5.695828411377984,13.844004094700136,13.590265466794786,-1.142105379804867,13.638171437422764,0.388969402510177,-0.031917449592034,0.3902767219263585,1.0,5.0,13.840346192078115,13.015959425032303,13.844004094700136,1.012109306876233,30589.03607606466
20,25589.1655501234,933.0,109332.0,1005.0,1.0,5.954674115353588,13.841660430919289,-11.94369309689474,1.010064996214463,11.986327047489937,-0.123658622943708,0.010902097896346,0.1241382727722424,1.0,5.0,0.0,11.971459075534286,13.841660430919289,1.0163856715489967,30589.1655501234
21,25589.202113168987,975.0,109752.0,1005.0,1.0,6.027771285290844,13.903839234665694,-12.583595863465703,-6.61148671708715,14.214733253397725,-0.366322163668445,-0.19245578584529,0.4138008664805563,2.0,5.0,0.0,14.386416318161071,13.903839234665694,0.9381884384023064,30589.202113168987
22,25589.46475401782,963.0,109632.0,1005.0,0.0,6.552845235031201,13.8340702789553,-6.778702682645595,-11.937620560643284,13.727985821292206,2.222183881219603,3.913227795178805,4.500161439205508,1.0,5.0,14.720695341627646,15.12024784120558,13.8340702789553,0.9330926072495048,30589.46475401782
23,25589.874978840977,969.0,109692.0,1005.0,0.0,7.4449298557954835,13.7762255979619,-14.52806855434078,-0.2612932791991,14.53041809781742,0.97765268928645,0.017704244936534,0.9778129786200432,1.0,5.0,14.385856736653244,14.452613864258264,13.7762255979619,0.8756024948479902,30589.874978840977
24,25590.03606888044,759.0,107592.0,1005.0,0.0,7.813457129447174,13.62004278468513,13.574769720069066,-1.140802935575765,13.622621050690732,-0.12477985393796,0.011262716221757,0.1252871131660014,1.0,5.0,13.6080758306413,13.832654741456516,13.62004278468513,0.8024394129730492,30590.03606888044
25,25590.1607379173,987.0,109872.0,1011.0,0.0,4.56132357875769,14.186049986495378,1.049207560730442,-14.14719681469978,14.186049986495378,0.02880914515875,-0.387915373481842,0.3889836806709696,1.0,1.0,0.0,0.0,14.186049986495378,0.0,30590.1607379173
26,25590.165543027,933.0,109332.0,1005.0,1.0,8.109656412785563,13.348340241864207,-11.98501736654697,0.741869500861817,12.007956180497224,-0.118129596015194,0.00774060190746,0.1183829310863805,2.0,5.0,0.0,11.924498174783704,13.348340241864207,1.0015833306699171,30590.165543027
27,25590.179140674343,603.0,106032.0,1011.0,0.0,4.5978826010182825,7.093440761220521,0.000587984705979,0.000587984705979,0.0008315359456634,0.000535792276047,0.000535792276047,0.0007577247034004,1.0,2.0,0.0,0.0,7.093440761220521,7.092609225274858,30590.179140674343
28,25590.202119076737,975.0,109752.0,1005.0,1.0,8.193331802884163,13.62338502138942,-13.982085087180227,-2.63356903239915,14.227943956649517,-0.034999699762088,-0.006555729155298,0.0356083777809931,1.0,5.0,0.0,14.031571089493587,13.62338502138942,0.8727832215292752,30590.202119076737
29,25590.22791069901,897.0,108972.0,1011.0,0.0,4.694822372154848,4.729288544184494,0.000695870933943,0.000695870933943,0.0009841101124434,0.00024897394888,0.00024897394888,0.0003521023351836,1.0,3.0,0.0,0.0,4.729288544184494,6.686940144211606,30590.22791069901
30,25590.464759959144,963.0,109632.0,1005.0,0.0,8.79417794258723,12.723409289462694,-4.706305473398089,-7.937798849688578,9.228107161658569,2.295121084689007,3.870898423670425,4.500159486035825,1.0,5.0,11.27397976580141,14.83908436326041,12.723409289462694,1.952767129256828,30590.464759959144
31,25590.481307812497,573.0,105732.0,1011.0,1.0,5.198588370547266,4.894947620712736,-5.344840119992113,-0.711011731955226,5.391924850297459,2.035809265149162,0.270842396522138,2.0537465685475964,1.0,4.0,0.0,0.0,4.894947620712736,5.798163947156902,30590.481307812497
32,25590.61691440517,921.0,109212.0,1011.0,0.0,5.468180985904434,6.578752224015991,1.927590400002878,-13.173693839573364,13.313970637229016,-0.04901040457396,0.335247138560314,0.3388106605013803,1.0,5.0,0.0,0.0,6.578752224015991,6.183506763553269,30590.61691440517
33,25590.68443041882,981.0,109812.0,1011.0,0.0,5.602406161375164,5.482358860327975,0.000277215477439,0.000277215477439,0.0003920418878939,4.5503656432000006e-05,4.5503656432000006e-05,6.435188806370013e-05,1.0,6.0,0.0,0.0,5.482358860327975,6.154146728192285,30590.68443041882
34,25590.87498479172,969.0,109692.0,1005.0,0.0,9.64759607926862,12.738578137902095,-14.37650048464582,-2.580529666619361,14.60626234001444,-0.209511325419649,-0.037526830906778,0.2128456213244801,1.0,5.0,14.612523965558154,15.019247351340985,12.738578137902095,1.9669876264082256,30590.87498479172
35,25591.03607485289,759.0,107592.0,1005.0,0.0,9.96127372151544,12.724139397780514,13.018197588702712,3.760400631763481,13.550427350082812,-0.723351771414753,-0.20843169369975,0.7527825424034537,1.0,5.0,13.112095243646074,13.560230751100931,12.724139397780514,1.96070020644669,30591.03607485289
36,25591.160731439217,987.0,109872.0,1011.0,0.0,6.549316154843837,6.731701999139895,1.052256527606187,-14.18879609033226,14.227760832011406,0.042452661852844,-0.5719101360340121,0.5734835936596915,1.0,6.0,14.202508685511148,14.200454465760732,6.731701999139895,6.467470022124663,30591.160731439217
37,25591.165549137404,933.0,109332.0,1005.0,1.0,10.213430761061574,12.717544947687156,-11.973053566142712,-0.215007969072418,11.974983930030444,0.268519763593278,0.005234965776117,0.2685707882605013,1.0,5.0,0.0,11.94889102157986,12.717544947687156,1.963151781094976,30591.165549137404
38,25591.179149200587,603.0,106032.0,1011.0,0.0,6.585931575663518,5.489310656438221,0.000587936018461,0.000587936018461,0.0008314670911151,0.000535792269368,0.000535792269368,0.0007577246939548,1.0,6.0,0.1297157436710723,0.0010994343678346,5.489310656438221,6.163990305656438,30591.179149200587
39,25591.18507529594,993.0,109932.0,1017.0,1.0,1.7368840724401726,12.52627615041932,-1.898458779285492,12.381576977910273,12.52627615041932,-0.325148352506729,2.120687105344162,2.145468538550692,1.0,1.0,0.0,0.0,12.52627615041932,0.0,30591.18507529594
40,25591.20211217517,975.0,109752.0,1005.0,1.0,10.284645329112024,12.922397562887705,-13.897103473610068,1.1746735802557,13.946660638890435,0.198845921868942,-0.016757874968792,0.1995508131213176,2.0,5.0,0.0,14.21044422754484,12.922397562887705,1.8497190055391732,30591.20211217517
41,25591.22790622495,897.0,108972.0,1011.0,0.0,6.6719430481773445,4.705264006963111,0.000695870933943,0.000695870933943,0.0009841101124434,0.00024897394888,0.00024897394888,0.0003521023351836,1.0,6.0,0.2255780902092055,0.0011085965299213,4.705264006963111,6.021239587239628,30591.22790622495
42,25591.267125344137,681.0,106812.0,1017.0,0.0,1.898759099794036,14.427858761517651,2.245847230544744,-16.17426430347783,16.329441372615985,-0.078703868976483,0.574193027157567,0.5795618443516084,1.0,2.0,0.0,0.0,14.427858761517651,1.9015826110983325,30591.267125344137
43,25591.376242488688,957.0,109572.0,1017.0,0.0,2.1140343025234465,13.974798530868332,-1.943123078093589,12.923413604362892,13.06867806956969,0.019855479649046,-0.131689256187118,0.1331777018393472,1.0,3.0,0.0,0.0,13.974798530868332,1.6796442370572802,30591.376242488688
44,25591.38659750501,801.0,108012.0,1017.0,0.0,2.134463523320908,10.675680904502338,-0.768820027068512,-0.121285947694767,0.778328025404357,-2.567397319810198,-0.408950388564381,2.599763338859048,1.0,4.0,0.0,0.0,10.675680904502338,5.896476482621309,30591.38659750501
45,25591.46475304976,963.0,109632.0,1005.0,0.0,10.79627263954791,11.341539010937463,-2.418807345233464,-4.079638844262849,4.742792644948088,2.295122379762055,3.8708997187442753,4.500161260517133,1.0,5.0,6.85436408413316,10.375659775066673,11.341539010937463,3.4335493068735063,30591.46475304976
46,25591.48130345704,573.0,105732.0,1011.0,1.0,7.100571279897291,5.160566104384837,-3.160260234767169,-0.420391670365487,3.1880987920645314,0.9209253362018652,0.122526675196629,0.9290405055718822,2.0,6.0,0.0,6.409825049431827,5.160566104384837,5.76327937537748,30591.48130345704
47,25591.50154424124,939.0,109392.0,1017.0,0.0,2.3612398199867566,10.887873452324635,-1.71612303795997,11.610500666886152,11.736643643613824,-0.020699604294285,0.140046402846478,0.1415678938466557,1.0,5.0,0.0,0.0,10.887873452324635,5.2910160307345695,30591.50154424124
48,25591.68443066331,981.0,109812.0,1011.0,0.0,7.444506084000832,3.483613445628489,0.000277204853201,0.000277204853201,0.0003920268629524,4.5503656367000005e-05,4.5503656367000005e-05,6.435188797177624e-05,1.0,5.0,0.1039959087206261,0.0004147937216725,3.483613445628489,5.512083831393687,30591.68443066331
49,25591.774356249407,999.0,109992.0,1017.0,0.0,2.899465601191167,10.799406342188462,-1.563847672952745,10.238324854979933,10.357070791507589,-0.21582422871963,1.412969398816351,1.4293574149574568,1.0,6.0,0.0,0.0,10.799406342188462,4.834063957560733,30591.774356249407
50,25591.874977920488,969.0,109692.0,1005.0,0.0,11.606478908060849,12.236739043678506,-14.369654927163346,-2.579300798794908,14.59930735810483,0.412950791216965,0.07421254436028,0.4195662733194173,1.0,5.0,14.56814849794183,14.501507397105126,12.236739043678506,3.465874754587721,30591.874977920488
51,25592.036071165778,759.0,107592.0,1005.0,0.0,11.927986017421995,12.078300041023546,10.423927877124008,8.82144617044509,13.655628324084663,0.390187847388992,0.330302608074946,0.5112204701996652,1.0,5.0,13.444861982330655,13.188752797915422,12.078300041023546,3.374455894899452,30592.036071165778
52,25592.16073168102,987.0,109872.0,1011.0,0.0,8.251936974042577,3.47328664147614,1.048423742401291,-14.137304517658258,14.176126811249656,0.003241500414699,-0.043118540252174,0.0432402108969977,1.0,5.0,14.227719935499476,14.248987168070396,3.47328664147614,5.491956784622525,30592.16073168102
53,25592.16554559967,933.0,109332.0,1005.0,1.0,12.186687797321254,11.827012975331373,-12.021050209177902,-0.721868772007176,12.042704955929764,-0.542616715583319,-0.032228970201374,0.5435730002039005,2.0,5.0,0.0,12.109243336851293,11.827012975331373,3.311015770108161,30592.16554559967
54,25592.179147180024,603.0,106032.0,1011.0,0.0,8.283178266134719,2.894544077318738,0.000587787130493,0.000587787130493,0.0008312565317315,0.000535792267006,0.000535792267006,0.0007577246906145,1.0,5.0,0.1852240502145715,0.0010993626844982,2.894544077318738,5.177776795881792,30592.179147180024
55,25592.185066518326,993.0,109932.0,1023.0,1.0,2.382305284454731,13.29545744037944,-1.845978496110266,13.166683407025458,13.29545744037944,0.011358232438389,-0.080775100479538,0.0815697634028929,1.0,1.0,0.0,0.0,13.29545744037944,0.0,30592.185066518326
56,25592.185066553528,993.0,109932.0,1017.0,1.0,3.699559812394823,11.155985070501458,-1.845978496110266,13.166683407025458,13.29545744037944,0.011358232438389,-0.080775100479538,0.0815697634028929,2.0,6.0,0.0,12.363703395456437,11.155985070501458,4.559907242682992,30592.185066553528
57,25592.20212162759,975.0,109752.0,1005.0,1.0,12.259815740571344,11.722688182781388,-13.546405862983637,0.84936702440841,13.573007630839593,0.159407478958103,-0.009948515150319,0.1597176173797811,1.0,5.0,0.0,14.046084539612336,11.722688182781388,3.584863455802019,30592.20212162759
58,25592.227904204465,897.0,108972.0,1011.0,0.0,8.383653686729751,2.8945695178222923,0.000695870933943,0.000695870933943,0.0009841101124434,0.00024897394888,0.00024897394888,0.0003521023351836,1.0,5.0,0.1312091646115613,0.0011085968353592,2.8945695178222923,5.177762578198823,30592.227904204465
59,25592.26712955321,681.0,106812.0,1023.0,0.0,2.574271014283914,14.827114428274845,2.346931788519318,-16.189543335948244,16.358771416170246,0.029234440807836,-0.194664088226095,0.1968470466485178,1.0,2.0,0.0,0.0,14.827114428274845,1.5316569878954027,30592.26712955321
60,25592.267129568496,681.0,106812.0,1017.0,0.0,3.858073598778135,10.932491564440856,2.346931788519318,-16.189543335948244,16.358771416170246,0.029234440807836,-0.194664088226095,0.1968470466485178,1.0,6.0,16.336224371526317,16.290089271891038,10.932491564440856,4.893468782548984,30592.267129568496
61,25592.376246870823,957.0,109572.0,1023.0,0.0,2.8295234018641224,14.279407263492804,-1.960329722966403,13.037437518896764,13.183992933928725,-0.063941928945131,0.425572242035098,0.4303490484107107,1.0,3.0,0.0,0.0,14.279407263492804,1.4710364925520052,30592.376246870823
62,25592.376246905547,957.0,109572.0,1017.0,0.0,4.068845799531229,10.951710708500698,-1.960329722966403,13.037437518896764,13.183992933928725,-0.063941928945131,0.425572242035098,0.4303490484107107,1.0,6.0,13.167316117444503,13.078605853243644,10.951710708500698,4.902039876993548,30592.376246905547
63,25592.386588879595,801.0,108012.0,1023.0,0.0,2.8537159177089904,11.421030804005657,-2.827953069074056,-0.31911810200802,2.8459014255442114,-1.653050943735612,-0.187111104822357,1.6636069211604767,1.0,4.0,0.0,0.0,11.421030804005657,5.112133529580935,30592.386588879595
64,25592.386588913407,801.0,108012.0,1017.0,0.0,4.0888225311515045,9.793737953792627,-2.827953069074056,-0.31911810200802,2.8459014255442114,-1.653050943735612,-0.187111104822357,1.6636069211604767,1.0,6.0,1.9269378529852543,0.5053596054707836,9.793737953792627,5.351872937325635,30592.386588913407
65,25592.481314551103,573.0,105732.0,1011.0,1.0,8.936265562233489,3.142110190700808,-1.518838184292693,-0.202036469668445,1.5322167487472564,1.198122461893183,0.159408977432079,1.208680543311144,1.0,5.0,0.0,3.6485665685676194,3.142110190700808,5.548801295674386,30592.481314551103
66,25592.501555889576,939.0,109392.0,1023.0,0.0,3.1226521830968936,11.46372586502788,-1.710343454904736,11.50810399976208,11.63450610911677,0.07813452450529,-0.525664724241941,0.5314399366175105,1.0,5.0,0.0,0.0,11.46372586502788,4.573228493346387,30592.501555889576
67,25592.5015559231,939.0,109392.0,1017.0,0.0,4.310894021493225,11.2792833527745,-1.710343454904736,11.50810399976208,11.63450610911677,0.07813452450529,-0.525664724241941,0.5314399366175105,1.0,6.0,11.74495616289886,11.726293720561747,11.2792833527745,4.195089698515923,30592.5015559231
68,25592.684429259003,981.0,109812.0,1011.0,0.0,9.37919830038517,2.61849049542506,0.000277199326007,0.000277199326007,0.0003920190463197,4.550365617e-05,4.550365617e-05,6.435188769317618e-05,1.0,5.0,0.0151256509549824,0.0004147786591854,2.61849049542506,5.198899028525315,30592.684429259003
69,25592.77435490011,999.0,109992.0,1023.0,0.0,3.739638989376578,11.604587308097337,-2.061047293066622,12.135113037999586,12.308894523444613,-0.28170998008464,1.658661923777543,1.682414898373379,1.0,6.0,0.0,0.0,11.604587308097337,4.186632549875947,30592.77435490011
70,25592.77435493121,999.0,109992.0,1017.0,0.0,4.837835467577578,11.426370662870228,-2.061047293066622,12.135113037999586,12.308894523444613,-0.28170998008464,1.658661923777543,1.682414898373379,1.0,6.0,11.46276647237732,10.249158819397104,11.426370662870228,3.9005736189290494,30592.77435493121
71,25592.8749788332,969.0,109692.0,1005.0,0.0,13.394291280517532,13.484948509851735,-14.205393903846051,-3.656542249328934,14.668453128552926,-1.257391273419653,-0.323603812420849,1.298365218990868,1.0,4.0,14.495865104897591,14.80578294216561,13.484948509851735,0.9377680495586674,30592.8749788332
72,25592.949302930723,1023.0,1010232.0,1017.0,0.0,5.175763091409332,10.053114007900891,-0.076504123317998,0.7403318268907261,0.7442742067222372,-0.241093977637576,2.3338336910876,2.346253610270782,1.0,7.0,0.0,0.0,10.053114007900891,5.428289226653631,30592.949302930723
73,25592.9634929612,1017.0,1010172.0,1023.0,0.0,4.1506595175606265,10.482164598999194,-0.386394215956255,3.727655793887561,3.747628344410362,-0.217171299001045,2.095253774669261,2.106478519561875,1.0,7.0,0.0,0.0,10.482164598999194,4.75214729867083,30592.9634929612
74,25593.03606890709,759.0,107592.0,1005.0,0.0,13.579409885966236,12.740740274548289,6.1971912469257,7.54511146789566,9.763907333334494,-2.855110148738278,-3.476391369122944,4.498549867761922,1.0,4.0,11.59668011289504,13.85072180712316,12.740740274548289,1.7084819934059434,30593.03606890709
75,25593.160730277432,987.0,109872.0,1011.0,0.0,10.41787063208321,4.980512913706779,1.048233083449008,-14.13370849536913,14.172526536553264,-0.039380289166036,0.531669896973577,0.5331263326104748,1.0,5.0,14.246150206821946,14.17774755918214,4.980512913706779,6.52351792203433,30593.160730277432
76,25593.16554348628,933.0,109332.0,1005.0,1.0,13.728222617650458,12.403383644383709,-11.780621727601568,-2.114286284464195,11.96884517326177,0.5686119152775301,0.10240382211474,0.5777595113706813,2.0,4.0,0.0,11.771397171518256,12.403383644383709,1.6603799585388508,30593.16554348628
77,25593.179145759696,603.0,106032.0,1011.0,0.0,10.458029415746765,2.6179636518423743,0.000587775485506,0.000587775485506,0.000831240063233,0.000535792236882,0.000535792236882,0.0007577246480127,1.0,5.0,0.0373109148593423,0.0010991522847339,2.6179636518423743,5.197528210671235,30593.179145759696
78,25593.185072263976,993.0,109932.0,1023.0,1.0,4.632178898359271,10.479381070200054,-2.363081466263128,13.063969463558092,13.275972738785455,-0.015234668953824,0.084406670118483,0.085770514156224,1.0,7.0,0.0,13.301136589228843,10.479381070200054,4.75050404411691,30593.185072263976
79,25593.185072288863,993.0,109932.0,1017.0,1.0,5.631097421512531,10.050330479101753,-2.363081466263128,13.063969463558092,13.275972738785455,-0.015234668953824,0.084406670118483,0.085770514156224,1.0,7.0,0.0,13.301136589170271,10.050330479101753,5.426630640070993,30593.185072288863
80,25593.185072307977,993.0,109932.0,1029.0,1.0,1.0700828253004018,13.275972738785455,-2.363081466263128,13.063969463558092,13.275972738785455,-0.015234668953824,0.084406670118483,0.085770514156224,1.0,1.0,0.0,0.0,13.275972738785455,0.0,30593.185072307977
81,25593.202119504946,975.0,109752.0,1005.0,1.0,13.770265579343144,12.63272110475378,-13.187257224270851,-0.237307881256202,13.189392257780115,0.320101059227415,0.005805766020748,0.3201537053316746,2.0,4.0,0.0,13.652711201135965,12.63272110475378,1.6738608128497958,30593.202119504946
82,25593.227902783856,897.0,108972.0,1011.0,0.0,10.555756403725834,2.61798912743916,0.000695870933943,0.000695870933943,0.0009841101124434,0.00024897394888,0.00024897394888,0.0003521023351836,1.0,5.0,0.1489736012304739,0.0011085969100361,2.61798912743916,5.197515383137321,30593.227902783856
83,25593.26712233663,681.0,106812.0,1017.0,0.0,5.789558231815536,10.44396890981116,1.3606707381058891,-13.12911789392207,13.199437924777037,-0.462948990431058,4.476912984352135,4.500785668880699,1.0,7.0,15.104407870987355,16.373388530864396,10.44396890981116,5.181885621056028,30593.26712233663
84,25593.267122348847,681.0,106812.0,1029.0,0.0,1.2530708626107172,13.237705331781246,1.3606707381058891,-13.12911789392207,13.199437924777037,-0.462948990431058,4.476912984352135,4.500785668880699,1.0,2.0,0.0,0.0,13.237705331781246,0.0382674070042092,30593.267122348847
85,25593.26712235495,681.0,106812.0,1023.0,0.0,4.810483949897864,10.819388177022176,1.3606707381058891,-13.12911789392207,13.199437924777037,-0.462948990431058,4.476912984352135,4.500785668880699,1.0,7.0,15.104407363360078,16.373388531355644,10.819388177022176,4.533829663524159,30593.26712235495
86,25593.37623979621,957.0,109572.0,1023.0,0.0,5.047609719727518,10.405959667193269,-1.940604732216984,12.906262673121915,13.051343337538976,0.151490696826875,-1.00709745936641,1.018427574198269,1.0,7.0,13.129396867034556,13.15202219563838,10.405959667193269,4.143886512823753,30593.37623979621
87,25593.37623981982,957.0,109572.0,1017.0,0.0,6.000293572926015,10.030540399982254,-1.940604732216984,12.906262673121915,13.051343337538976,0.151490696826875,-1.00709745936641,1.018427574198269,1.0,7.0,13.129397012956035,13.152022195993704,10.030540399982254,4.812245270828371,30593.37623981982
88,25593.3762398421,957.0,109572.0,1029.0,0.0,1.4964247441523173,13.175584667033824,-1.940604732216984,12.906262673121915,13.051343337538976,0.151490696826875,-1.00709745936641,1.018427574198269,1.0,3.0,0.0,0.0,13.175584667033824,0.0932427849033949,30593.3762398421
89,25593.386594799224,801.0,108012.0,1023.0,0.0,5.070112429038519,10.304260194340989,-4.907516549168904,-0.210718743723449,4.912038382313707,-1.822481341420366,-0.078629485598371,1.824176755643718,1.0,7.0,4.127460108619267,2.0193710609529427,10.304260194340989,3.82871081633958,30593.386594799224
90,25593.38659482221,801.0,108012.0,1017.0,0.0,6.020291880232729,9.875209603242684,-4.907516549168904,-0.210718743723449,4.912038382313707,-1.822481341420366,-0.078629485598371,1.824176755643718,1.0,7.0,4.127460153305465,2.019371069901424,9.875209603242684,4.62490935209977,30593.38659482221
91,25593.386594845208,801.0,108012.0,1029.0,0.0,1.5195184766497971,11.109698095853794,-4.907516549168904,-0.210718743723449,4.912038382313707,-1.822481341420366,-0.078629485598371,1.824176755643718,1.0,4.0,0.0,0.0,11.109698095853794,3.5791315479663965,30593.386594845208
92,25593.48131318541,573.0,105732.0,1011.0,1.0,11.048962794780346,2.727734993040382,-0.6537021325953221,-0.086948807369031,0.6594593037197738,0.6244254358551501,0.083094970333472,0.6299300747206905,2.0,5.0,0.0,2.131277161559755,2.727734993040382,5.147812736610898,30593.48131318541
93,25593.50154886097,939.0,109392.0,1023.0,0.0,5.319921901043099,10.0720921905425,-1.241693808117086,8.355153449682154,8.446916163953086,0.357677643653148,-2.406394370813985,2.432831100724936,1.0,7.0,9.865242805794544,11.673573096781093,10.0720921905425,3.633725646588588,30593.50154886097
94,25593.501548883192,939.0,109392.0,1017.0,0.0,6.242299229970403,9.696672923331484,-1.241693808117086,8.355153449682154,8.446916163953086,0.357677643653148,-2.406394370813985,2.432831100724936,1.0,7.0,9.865242917304142,11.673573096339508,9.696672923331484,4.3519180395847785,30593.501548883192
95,25593.50154890801,939.0,109392.0,1029.0,0.0,1.7758890781771206,10.577141709473652,-1.241693808117086,8.355153449682154,8.446916163953086,0.357677643653148,-2.406394370813985,2.432831100724936,1.0,5.0,0.0,0.0,10.577141709473652,3.3738125805704984,30593.50154890801
96,25593.6844351598,981.0,109812.0,1011.0,0.0,11.444294065046371,2.966838638195904,0.000277186233562,0.000277186233562,0.0003920005308064,4.5503656127e-05,4.5503656127e-05,6.435188763236498e-05,1.0,5.0,0.1627144120855894,0.0004147710086586,2.966838638195904,5.608649379132298,30593.6844351598
97,25593.77434787144,999.0,109992.0,1023.0,0.0,5.926148135025786,10.395287283175614,-2.351750924272012,14.024249313735886,14.220066850181674,-0.201087120697281,1.199192792654247,1.2159356002947748,1.0,7.0,13.441529291543224,12.168040523425486,10.395287283175614,3.8658862596150314,30593.77434787144
